true_sentiment,ticker,paraphrased_array
Positive,USDJPY,..jpy sticks to boj with strong gains trades above 13600 postus pce price index.
Positive,EURUSD,. eurusd takes off lows and retakes 1100..
Positive,GBPUSD,. gbpusd hits twoweek high looks to build on momentum beyond 12500..
Positive,GBPUSD,. gbpusd stretches to the..
Positive,AUDUSD,. audusd was close to the p3 low but failed..
Positive,EURUSD,. eurusd keeping a buy on the ofs for tds.
Neutral,EURUSD,. euread : fed considers tightening as us inflation..
Neutral,EURUSD,. forex the busy year ahead with fed eca rba ism nb and more.
Positive,GBPUSD,. gbpusd price analysis climbs to 11month highs as buyers eye 126..
Positive,EURUSD,. eurusd room for rebound to extend. muf..
Positive,USDJPY,..jpy price analysis trades nearby six week highs above 13620s.
Positive,USDJPY,. the usdjpy is soaring after boj decision. the gbpfd tries another upside break..
Neutral,GBPUSD,..vd retraces the pairs declines. another up and down day for the pair.
Negative,AUDUSD,. audusd price analysis bears lurking in resistance eyes on 0655..
Positive,EURUSD,) eurusd price analysis bulls eye an upside continuation towards 110..
Positive,GBPUSD,. gbpusd bulls attack 11month top below 12600 with eyes on fed us n..
Negative,AUDUSD,. audusd stays bearish near 06600 as china first republic of fears ahead of rba..
Negative,EURUSD,. eurusd drops towards 11000 as ecb hawks retreat first bank roils the mood us nb fed..
Positive,USDJPY,.. usdjp rallies up to fresh highs eyes on 137..
Positive,USDJPY,. nikkei average rallies to highest since august 2022.
Positive,GBPUSD,. gbpusd - 12600 despite increased us consumer spending support fed rate hike.
Negative,AUDUSD,. audisd price analysis bears with a break of 0660..
Negative,EURUSD,. eurusd price analysis bears eye 10960 as us dollar notes pre fed ecb..
Positive,USDJPY,..jpy price analysis overbought rsi 200dma prod bojled rise at two month high.
Positive,AUDUSD,. audsd aims to uppass 06640 ahead of fedrba policy us ism pmi in..
Negative,GBPUSD,. gbpusd price analysis testing breakout of a rising channel pattern below 125..
Positive,EURUSD,. eurusd gauges are around 11000 as investors anticipate return rate hike from ec..
Positive,USDJPY,. usdjpy extends boj inspired rally to refresh seven week top at 13700 despite slowgish..
Neutral,AUDUSD,. adisd steady climb closer to mid06600s upside potential seems limited.
Negative,GBPUSD,. gbzd drops to a. low with strong usd holds above 12500..
Neutral,USDJPY,. djpy stalls intraday positive move near 200 dma still is bid above mid1360..
Positive,USDJPY,. us dollar firm as first republic gets closure of bb..
Neutral,GBPUSD,..zd performances off daily low holds steady around mid12500s ahead of us ism pm..
Positive,EURUSD,. eurusd extends higher in early us..
Neutral,USDJPY,..jpy rally continues : on key levels and..
Positive,USDJPY,. usdjpy extends above its 200 day moving..
Negative,GBPUSD,. gbpusd trades to a new session low after stronger ism..
Negative,EURUSD,. eurusd falls as ism manufacturing pmi improves boost on usd on fed tightening..
Positive,USDJPY,..jpy price analysis booms past 13700 with buyers eyeing a new ytd high around 137..
Negative,EURUSD,. eurusd skims the lows from last week.
Positive,GBPUSD,. gbpusd price analysis bulls about to make another move 12450 is key.
Neutral,AUDUSD,. audusd remains resilient despite facing usd..
Negative,AUDUSD,. audd retracing gains after run higher today fails on break of ma..
Negative,EURUSD,) forex fall us dollar strengthens ahead of..
Negative,EURUSD,. eurusd shows more weakness below e0 as focus shifts to fedecb..
Neutral,AUDUSD,..dsd eases towards 06600 with eye on rba interest rate..
Neutral,GBPUSD,. gbpusd jugs below 12500 as investors await fed's rate policy and us adp job data.
Negative,USDJPY,. usdjpy tracks yields from fall to ease from twomonth high towards 13700 amid us debt ceiling woes.
Negative,EURUSD,. eurusd price analysis bears with a break of critical support while below 1100..
Negative,AUDUSD,. audsd price analysis well set for further downside of 06650 on rba..
Negative,GBPUSD,. gbpad price analysis bears could be about to make their moves.
Positive,EURUSD,. eurusd set to take 11000 amid us default woes and hawkish ecb bets eurozone cpi..
Neutral,AUDUSD,.. is the rba interest rate decision and how could it affect aud?.
Neutral,USDJPY,. japan economy minister goto us regulators financial institutions need to respond to liquidity..
Positive,AUDUSD,.. rba opens markets with rate hike to 385 in may audd..
Positive,AUDUSD,..dsd soars above 06680 as rba. elevas interest rate by 25 bps to..
Positive,AUDUSD,..a board expects that some further tightening of monetary policy may be needed.
Negative,EURUSD,. eurusd - momentum lost traction. u..
Neutral,GBPUSD,. gbpusd now looks at 1240. u..
Neutral,GBPUSD,. gbpad stays defensive near 12500 amid us default woes mixed uk inflation..
Positive,EURUSD,..frd approaches 11000 as usd index falls ahead of eurozone inflation and ecfced..
Positive,USDJPY,. usdjpy price analysis further analysis hinges on daily sales to 137..
Positive,AUDUSD,) forex today aussie jumps on unexpected rba hike eyes on eu inflation data.
Positive,USDJPY,. usdjpy next on the upside comes 13700 u..
Neutral,EURUSD,..b 38 of eurozone banks report fall in demand for credit in q year 2023.
Negative,EURUSD,. eurusd is under pressure near 10960 ahead of key emu..
Neutral,GBPUSD,. gbpud trades with modest losses below 12500 mark downside potential is..
Positive,AUDUSD,. audisd eases from over oneweek high. well bid just under 06700..
Positive,AUDUSD,..as lowe we will do what is necessary to bring inflation back to..
Negative,GBPUSD,.. sterling pulls back after us bank rescue seals fed rate..
Neutral,USDJPY,..jpy consolidates its recent gains to nearly twomonth high trades below mid1370..
Negative,EURUSD,. eurusd price analysis extra losses could revisit 1090..
Neutral,AUDUSD,. the rba ends with a 25 bp hike. what next for the audd?.
Positive,EURUSD,. eurusd falls above 10970 from monthly lows after us data.
Neutral,AUDUSD,..dsd retraces back to its 200 hour the..
Negative,USDJPY,..jpy drops sharply from sevenweek highs to 13600 as wall street tumble..
Negative,GBPUSD,. gbpusd under pressure on us debt ceiling woes ahead of the fed's decision.
Negative,AUDUSD,. audis. forecast upsideed after of unable to hold above 060..
Positive,AUDUSD,. audod bulls lurking in key h4 support ahead of..
Positive,EURUSD,).x fall dollar weakens ahead of fed decision.
Positive,EURUSD,) eurusd aims stability above 11000 as combined eurozone cpi supports euro rate hike from ec..
Negative,AUDUSD,..dd pares rba - inspired gains below 0600 ahead of australia....
Neutral,GBPUSD,. gbpusd price analysis to remain inside the woods till the release of fed's interest rate..
Neutral,EURUSD,. eurusd price analysis euro bulls struggle within small range near 11000 amid exfed..
Neutral,AUDUSD,.. is australia retail sales and how could it affect aud?.
Positive,AUDUSD,. aussie retail sales beats at 04 vs..
Negative,AUDUSD,. audisd remains down below 06670 despite optimistic australian. the..
Positive,GBPUSD,. gbfr. near. 12500 as doubts on feds role in bank crisis weigh on us..
Negative,USDJPY,..jpy price analysis set for further downside past 13600 as fed decision lo..
Positive,EURUSD,. eurusd bulls approach 11055 even as banking woes. inflation pros us ec...
Positive,AUDUSD,. audusd price analysis bullish above 06650 amid firmer aussie retail sales upfed usd..
Positive,AUDUSD,..a's we - tight labor market demand for services to fuel domestic inflationary pressures.
Negative,EURUSD,. eurusd - momentum is mitigateed by uob.
Negative,GBPUSD,. gbpusd faces extra consolidation in termite u..
Neutral,EURUSD,. eurusd price analysis tests trendline drop above 11000 ahead of fedecb..
Neutral,USDJPY,. fed preview three scenarios and their implications for eurusd and usdjpy - td..
Neutral,EURUSD,. fed. no talk of eventual rate cuts not enough to feed the eurusd bull story...
Neutral,GBPUSD,. gbpad price analysis will back off 100sma but bullish bias remains intact beyond 124..
Negative,USDJPY,. usdjpy slides below 13600 fresh daily low amid reviving safehaven demand...
Negative,EURUSD,. risks in eurusd are pointing to the theide of bankbz..
Negative,GBPUSD,. gbpusd unlikely to test last week's highs of 12580 again very soon...
Positive,AUDUSD,". aucid further more, at above 060m. u.."
Neutral,GBPUSD,..pusd technical analysis - upside momentum ;.
Neutral,AUDUSD,. adusd struggles for a good direction flatlines above mid06600s ahead of fom..
Positive,USDJPY,. usdj is still waiting for a potential move to 9200 u..
Negative,EURUSD,. eurusd failure to reclaim the 11070 hurdle can take the pair up higher. soc..
Neutral,EURUSD,. eurusd technical analysis.
Positive,EURUSD,..rusd climbs to weekly highs past 11040 focus remains on..
Positive,AUDUSD,". audu was, to grind higher into the end of the year. rab.."
Positive,GBPUSD,. gbpusd to inch higher gradually towards 12610 126700 soc..
Negative,EURUSD,. eucd to pull back to the 10900 mark as a result of combined effect of the fomc and the ecb impact -..
Positive,GBPUSD,. gbzd sticks to gains above 12500. weak usd. who. awaiting fomc..
Neutral,USDJPY,. usdjp pullback to find support at the 1352013460 area. soc..
Neutral,EURUSD,.. is the us ad who employment report and how could it affect eurus?.
Neutral,AUDUSD,. thedusd technical analysis.
Positive,GBPUSD,.. sterling back above 12500 in run up to fed interest rate..
Negative,GBPUSD,. gbpusd the trend traditionally turns bearish in may. soc..
Positive,EURUSD,. eurusd price analysis bulls retarget the 2023 high near 111..
Neutral,EURUSD,.. is the us ism services pmi and how would it affect eulan?.
Positive,EURUSD,. eurusd set to climb higher and reach the 112 area of scotia..
Positive,GBPUSD,. gbpusd potential for gains to extend to 12788 by scotia..
Negative,AUDUSD,..dud steps down and closer to the convering hourly moving..
Negative,USDJPY,..jpy ticks to a new low as price tests swing..
Negative,EURUSD,. eurusd could move back to 106 in the second half of this year. rabo..
Positive,EURUSD,. eupred trades to a new session..
Negative,USDJPY,. usdjpy plunges more than 1 below 13600 amidst the uncertainty of the fomc's decision.
Positive,EURUSD,..read rebounds after to high low ahead of fed and ecb policy..
Positive,GBPUSD,. gbpusd price analysis bulls in the market moments before the..
Positive,EURUSD,. eurusd jumps toward 11100 as the fed raises rates as..
Neutral,USDJPY,..jpy seesaws around 1350 on fed's hike as it opens the door for a..
Positive,AUDUSD,. audusd hits new daily highs above 06700 after fom..
Positive,GBPUSD,. gbpusd stays positive at around 12550s after fed's rate hike.
Negative,EURUSD,..rusd bears could be lurking up high in the peak..
Positive,EURUSD,. forex today dollar returns as fed delivers as..
Negative,AUDUSD,. audusd pares fed rba bank rise near 06650 australia trade numbers china pmi..
Positive,GBPUSD,. gbpsd marches towards 12600 as fed sets to stop policy tightening..
Negative,EURUSD,. eurusd price analysis bearish rsi divergence prods euro bulls below 11100 ahead of ec..
Positive,USDJPY,. nojpi finds intermediate support around 1340 as focus shifts to us n..
Negative,AUDUSD,. audusd price analysis bears are in the market again awaiting a move to 066..
Neutral,GBPUSD,. gbpusd price analysis cable buyers run out of steam below 12595..
Neutral,AUDUSD,. aussie trade balance 15269m forecast 13000m previous 13870m.
Negative,AUDUSD,. caixin china manufacturing pmi 495 vs expected 503 weighs on audd..
Positive,AUDUSD,. audisd soars above 06670 on upbeat aussie trade balance data caixin manufacturing pmi..
Negative,USDJPY,. usdjpy price analysis to keep the reins near 13450 further downside appears..
Positive,EURUSD,. eurusd.. fed's hesitance near 11110 hurdle despite banking crisis ec bank..
Positive,AUDUSD,. audusd price analysis bulls attack 06710 resistance as upbeat australia trade data joins dovish..
Positive,EURUSD,. eurusd approaches 11100 as fed chooses neutral guidance ecb policy highs limelight.
Neutral,EURUSD,. eca preview three scenarios and their implications for eulrd and td..
Negative,USDJPY,. usdjpy may have more room to run to the downside. td..
Neutral,GBPUSD,. gbpud eases from multi month top amid modest usd bounce downs as is..
Positive,EURUSD,. eurusd any setback should remain limited. bankbz..
Negative,EURUSD,. eurusd fades the earlier advance to 1109 ahead of ec..
Positive,GBPUSD,. gbpusd could trade up to 126502750...
Neutral,USDJPY,..jpy recovers modest intra day losses to daily low. follow..
Neutral,USDJPY,..jpy technical analysis.
Negative,EURUSD,. euskad to drop down towards 106 in six months. dansde bank.
Neutral,AUDUSD,. audusd flatlines above mid06600s amid modest. bounce downside remains cushion..
Positive,EURUSD,. eurusd to accelerate through 111. soc..
Neutral,EURUSD,. there is a risk that the hawkish ecb sends eurusd through 111000..
Neutral,EURUSD,. eurusd to test key resistance at 1112011200 in the nearterm - td..
Neutral,EURUSD,.. is the european central bank ec rate rate decision and how would it affect eu rate?.
Positive,EURUSD,. eurusd to be gradually higher on robust eurozone data. soc..
Positive,EURUSD,. ecb strong hawkish message needed to push eurusd through 111. scotia..
Positive,EURUSD,. eurusd price analysis the 11100 barrier is just around the corner.
Positive,EURUSD,. eurusd scope for one final leg increased to 1118511275. credit sui..
Neutral,EURUSD,..rusd rec changes to 110. postecb now looks at lagard..
Neutral,EURUSD,.. monthly initial jobless claims increase to 242k vs 240k..
